0 verbose cli /usr/bin/node /tmp/claude-1000/-home-akis-Desktop-pi-lens/***/scratchpad/wt-knip/.probe-home/npm-cache/_npx/531a256430e91eb0/node_modules/.bin/npm
1 info using npm@11.18.0
2 info using node@v22.22.1
3 silly config load:file:/tmp/claude-1000/-home-akis-Desktop-pi-lens/***/scratchpad/wt-knip/.probe-home/npm-cache/_npx/531a256430e91eb0/node_modules/npm/npmrc
4 silly config load:file:/tmp/pi-lens-lockfile-complete-hw37Xu/tree/.npmrc
5 silly config load:file:/home/akis/.npmrc
6 silly config load:file:/etc/npmrc
7 verbose title npm install
8 verbose argv "install" "--ignore-scripts" "--no-audit" "--no-fund"
1369 http fetch GET 200 https://registry.npmjs.org/p-retry/-/p-retry-4.6.2.tgz 5952ms (cache miss)
1370 http fetch GET 200 https://registry.npmjs.org/web-streams-polyfill/-/web-streams-polyfill-3.3.3.tgz 5981ms (cache miss)
1371 http fetch GET 200 https://registry.npmjs.org/node-fetch/-/node-fetch-3.3.2.tgz 5979ms (cache miss)
1372 http fetch GET 200 https://registry.npmjs.org/ms/-/ms-2.1.3.tgz 5985ms (cache miss)
1373 http fetch GET 200 https://registry.npmjs.org/node-domexception/-/node-domexception-1.0.0.tgz 5999ms (cache miss)
1374 http fetch GET 200 https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz 6050ms (cache miss)
1375 warn deprecated node-domexception@1.0.0: Use your platform's native DOMException instead
1376 http fetch GET 200 https://registry.npmjs.org/yaml/-/yaml-2.9.0.tgz 6077ms (cache miss)
1377 http fetch GET 200 https://registry.npmjs.org/long/-/long-5.3.2.tgz 6068ms (cache miss)
1378 http fetch GET 200 https://registry.npmjs.org/marked/-/marked-18.0.5.tgz 6071ms (cache miss)
1379 http fetch GET 200 https://registry.npmjs.org/jws/-/jws-4.0.1.tgz 6084ms (cache miss)
1380 http fetch GET 200 https://registry.npmjs.org/jwa/-/jwa-2.0.1.tgz 6096ms (cache miss)
1381 http fetch GET 200 https://registry.npmjs.org/protobufjs/-/protobufjs-7.6.5.tgz 6115ms (cache miss)
1382 http fetch GET 200 https://registry.npmjs.org/json-bigint/-/json-bigint-1.0.0.tgz 6128ms (cache miss)
1383 http fetch GET 200 https://registry.npmjs.org/@types/retry/-/retry-0.12.0.tgz 6148ms (cache miss)
1384 http fetch GET 200 https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz 6156ms (cache miss)
1385 http fetch GET 200 https://registry.npmjs.org/https-proxy-agent/-/https-proxy-agent-7.0.6.tgz 6173ms (cache miss)
1386 http fetch GET 200 https://registry.npmjs.org/ignore/-/ignore-7.0.5.tgz 6177ms (cache miss)
1387 http fetch GET 200 https://registry.npmjs.org/http-proxy-agent/-/http-proxy-agent-7.0.2.tgz 6201ms (cache miss)
1388 http fetch GET 200 https://registry.npmjs.org/hosted-git-info/-/hosted-git-info-9.0.3.tgz 6204ms (cache miss)
1389 http fetch GET 200 https://registry.npmjs.org/graceful-fs/-/graceful-fs-4.2.11.tgz 6228ms (cache miss)
1390 http fetch GET 200 https://registry.npmjs.org/minimatch/-/minimatch-10.2.5.tgz 6248ms (cache miss)
1391 http fetch GET 200 https://registry.npmjs.org/formdata-polyfill/-/formdata-polyfill-4.0.10.tgz 6271ms (cache miss)
1392 http fetch GET 200 https://registry.npmjs.org/get-east-asian-width/-/get-east-asian-width-1.6.0.tgz 6274ms (cache miss)
1393 http fetch GET 200 https://registry.npmjs.org/google-logging-utils/-/google-logging-utils-1.1.3.tgz 6276ms (cache miss)
1394 http fetch GET 200 https://registry.npmjs.org/jiti/-/jiti-2.7.0.tgz 6310ms (cache miss)
1395 http fetch GET 200 https://registry.npmjs.org/fetch-blob/-/fetch-blob-3.2.0.tgz 6313ms (cache miss)
1396 http fetch GET 200 https://registry.npmjs.org/@ast-grep/napi-linux-x64-musl/-/napi-linux-x64-musl-0.45.3.tgz 6378ms (cache miss)
1397 http fetch GET 200 https://registry.npmjs.org/fast-sha256/-/fast-sha256-1.3.0.tgz 6363ms (cache miss)
1398 http fetch GET 200 https://registry.npmjs.org/gcp-metadata/-/gcp-metadata-8.1.2.tgz 6367ms (cache miss)
1399 http fetch GET 200 https://registry.npmjs.org/extend/-/extend-3.0.2.tgz 6384ms (cache miss)
1400 http fetch GET 200 https://registry.npmjs.org/ecdsa-sig-formatter/-/ecdsa-sig-formatter-1.0.11.tgz 6401ms (cache miss)
1401 http fetch GET 200 https://registry.npmjs.org/cross-spawn/-/cross-spawn-7.0.6.tgz 6417ms (cache miss)
1402 http fetch GET 200 https://registry.npmjs.org/data-uri-to-buffer/-/data-uri-to-buffer-4.0.1.tgz 6423ms (cache miss)
1403 http fetch GET 200 https://registry.npmjs.org/debug/-/debug-4.4.3.tgz 6427ms (cache miss)
1404 http fetch GET 200 https://registry.npmjs.org/esbuild/-/esbuild-0.28.1.tgz 6432ms (cache miss)
1405 http fetch GET 200 https://registry.npmjs.org/fast-xml-builder/-/fast-xml-builder-1.2.0.tgz 6437ms (cache miss)
1406 http fetch GET 200 https://registry.npmjs.org/buffer-equal-constant-time/-/buffer-equal-constant-time-1.0.1.tgz 6435ms (cache miss)
1407 http fetch GET 200 https://registry.npmjs.org/brace-expansion/-/brace-expansion-5.0.9.tgz 6443ms (cache miss)
1408 http fetch GET 200 https://registry.npmjs.org/base64-js/-/base64-js-1.5.1.tgz 6444ms (cache miss)
1409 http fetch GET 200 https://registry.npmjs.org/balanced-match/-/balanced-match-4.0.4.tgz 6445ms (cache miss)
1410 http fetch GET 200 https://registry.npmjs.org/@oxfmt/binding-linux-x64-musl/-/binding-linux-x64-musl-0.66.0.tgz 6541ms (cache miss)
1411 http fetch GET 200 https://registry.npmjs.org/agent-base/-/agent-base-7.1.4.tgz 6477ms (cache miss)
1412 http fetch GET 200 https://registry.npmjs.org/bignumber.js/-/bignumber.js-9.3.1.tgz 6484ms (cache miss)
1413 http fetch GET 200 https://registry.npmjs.org/chalk/-/chalk-5.6.2.tgz 6497ms (cache miss)
1414 http fetch GET 200 https://registry.npmjs.org/@stablelib/base64/-/base64-1.0.1.tgz 6496ms (cache miss)
1415 http fetch GET 200 https://registry.npmjs.org/bowser/-/bowser-2.14.1.tgz 6499ms (cache miss)
1416 http fetch GET 200 https://registry.npmjs.org/grok-mermaid/-/grok-mermaid-0.2.2.tgz 6515ms (cache miss)
1417 http fetch GET 200 https://registry.npmjs.org/@smithy/util-buffer-from/-/util-buffer-from-2.2.0.tgz 6532ms (cache miss)
1418 http fetch GET 200 https://registry.npmjs.org/@smithy/is-array-buffer/-/is-array-buffer-2.2.0.tgz 6545ms (cache miss)
1419 http fetch GET 200 https://registry.npmjs.org/@oxlint/binding-linux-x64-musl/-/binding-linux-x64-musl-1.81.0.tgz 6628ms (cache miss)
1420 http fetch GET 200 https://registry.npmjs.org/@protobufjs/path/-/path-1.1.2.tgz 6600ms (cache miss)
1421 http fetch GET 200 https://registry.npmjs.org/undici/-/undici-8.9.0.tgz 6646ms (cache miss)
1422 http fetch GET 200 https://registry.npmjs.org/@smithy/node-http-handler/-/node-http-handler-4.7.3.tgz 6641ms (cache miss)
1423 http fetch GET 200 https://registry.npmjs.org/fast-xml-parser/-/fast-xml-parser-5.7.3.tgz 6682ms (cache miss)
1424 http fetch GET 200 https://registry.npmjs.org/@taplo/cli/-/cli-0.7.0.tgz 6753ms (cache miss)
1425 http fetch GET 200 https://registry.npmjs.org/@protobufjs/utf8/-/utf8-1.1.1.tgz 6693ms (cache miss)
1426 http fetch GET 200 https://registry.npmjs.org/lru-cache/-/lru-cache-11.4.0.tgz 6731ms (cache miss)
1427 http fetch GET 200 https://registry.npmjs.org/@ast-grep/napi-linux-x64-gnu/-/napi-linux-x64-gnu-0.45.3.tgz 6757ms (cache miss)
1428 http fetch GET 200 https://registry.npmjs.org/@protobufjs/base64/-/base64-1.1.2.tgz 6753ms (cache miss)
1429 http fetch GET 200 https://registry.npmjs.org/@smithy/fetch-http-handler/-/fetch-http-handler-5.4.3.tgz 6772ms (cache miss)
1430 http fetch GET 200 https://registry.npmjs.org/@smithy/signature-v4/-/signature-v4-5.4.3.tgz 6788ms (cache miss)
1431 http fetch GET 200 https://registry.npmjs.org/@smithy/util-utf8/-/util-utf8-2.3.0.tgz 6802ms (cache miss)
1432 http fetch GET 200 https://registry.npmjs.org/@smithy/credential-provider-imds/-/credential-provider-imds-4.3.3.tgz 6821ms (cache miss)
1433 http fetch GET 200 https://registry.npmjs.org/@nodable/entities/-/entities-2.1.0.tgz 6821ms (cache miss)
1434 http fetch GET 200 https://registry.npmjs.org/@protobufjs/pool/-/pool-1.1.0.tgz 6827ms (cache miss)
1435 http fetch GET 200 https://registry.npmjs.org/google-auth-library/-/google-auth-library-10.6.2.tgz 6866ms (cache miss)
1436 http fetch GET 200 https://registry.npmjs.org/gaxios/-/gaxios-7.1.4.tgz 6867ms (cache miss)
1437 http fetch GET 200 https://registry.npmjs.org/@types/node/-/node-22.19.19.tgz 6864ms (cache miss)
1438 http fetch GET 200 https://registry.npmjs.org/@protobufjs/fetch/-/fetch-1.1.1.tgz 6864ms (cache miss)
1439 http fetch GET 200 https://registry.npmjs.org/@protobufjs/float/-/float-1.0.2.tgz 6878ms (cache miss)
1440 http fetch GET 200 https://registry.npmjs.org/diff/-/diff-8.0.4.tgz 6950ms (cache miss)
1441 http fetch GET 200 https://registry.npmjs.org/@protobufjs/codegen/-/codegen-2.0.5.tgz 6963ms (cache miss)
1442 http fetch GET 200 https://registry.npmjs.org/@protobufjs/aspromise/-/aspromise-1.1.2.tgz 6978ms (cache miss)
1443 http fetch GET 200 https://registry.npmjs.org/@protobufjs/eventemitter/-/eventemitter-1.1.1.tgz 7015ms (cache miss)
1444 http fetch GET 200 https://registry.npmjs.org/@smithy/types/-/types-4.14.2.tgz 7068ms (cache miss)
1445 http fetch GET 200 https://registry.npmjs.org/@silvia-odwyer/photon-node/-/photon-node-0.3.4.tgz 7066ms (cache miss)
1446 http fetch GET 200 https://registry.npmjs.org/@mariozechner/clipboard-linux-x64-musl/-/clipboard-linux-x64-musl-0.3.9.tgz 7140ms (cache miss)
1447 http fetch GET 200 https://registry.npmjs.org/@typescript/typescript-linux-x64/-/typescript-linux-x64-7.0.2.tgz 7231ms (cache miss)
1448 http fetch GET 200 https://registry.npmjs.org/@mariozechner/clipboard-linux-arm64-musl/-/clipboard-linux-arm64-musl-0.3.9.tgz 7180ms (cache miss)
1449 http fetch GET 200 https://registry.npmjs.org/@mariozechner/clipboard-linux-riscv64-gnu/-/clipboard-linux-riscv64-gnu-0.3.9.tgz 7230ms (cache miss)
1450 http fetch GET 200 https://registry.npmjs.org/@mariozechner/clipboard-win32-arm64-msvc/-/clipboard-win32-arm64-msvc-0.3.9.tgz 7239ms (cache miss)
1451 http fetch GET 200 https://registry.npmjs.org/@mariozechner/clipboard-linux-x64-gnu/-/clipboard-linux-x64-gnu-0.3.9.tgz 7329ms (cache miss)
1452 http fetch GET 200 https://registry.npmjs.org/@mariozechner/clipboard-darwin-x64/-/clipboard-darwin-x64-0.3.9.tgz 7349ms (cache miss)
1453 http fetch GET 200 https://registry.npmjs.org/highlight.js/-/highlight.js-10.7.3.tgz 7380ms (cache miss)
1454 http fetch GET 200 https://registry.npmjs.org/@mariozechner/clipboard-darwin-arm64/-/clipboard-darwin-arm64-0.3.9.tgz 7366ms (cache miss)
1455 http fetch GET 200 https://registry.npmjs.org/@mariozechner/clipboard/-/clipboard-0.3.9.tgz 7370ms (cache miss)
1456 http fetch GET 200 https://registry.npmjs.org/json-schema-to-ts/-/json-schema-to-ts-3.1.1.tgz 7409ms (cache miss)
1457 http fetch GET 200 https://registry.npmjs.org/@mariozechner/clipboard-win32-x64-msvc/-/clipboard-win32-x64-msvc-0.3.9.tgz 7384ms (cache miss)
1458 http fetch GET 200 https://registry.npmjs.org/@mariozechner/clipboard-linux-arm64-gnu/-/clipboard-linux-arm64-gnu-0.3.9.tgz 7407ms (cache miss)
1459 http fetch GET 200 https://registry.npmjs.org/@mariozechner/clipboard-darwin-universal/-/clipboard-darwin-universal-0.3.9.tgz 8020ms (cache miss)
1460 http fetch GET 200 https://registry.npmjs.org/@ast-grep/cli-linux-x64-gnu/-/cli-linux-x64-gnu-0.45.3.tgz 8297ms (cache miss)
1461 http fetch GET 200 https://registry.npmjs.org/@smithy/core/-/core-3.24.3.tgz 8489ms (cache miss)
1462 http fetch GET 200 https://registry.npmjs.org/typebox/-/typebox-1.3.7.tgz 8640ms (cache miss)
1463 http fetch GET 200 https://registry.npmjs.org/@google/genai/-/genai-1.52.0.tgz 8670ms (cache miss)
1464 http fetch GET 200 https://registry.npmjs.org/@esbuild/win32-arm64/-/win32-arm64-0.28.1.tgz 9190ms (cache miss)
1465 http fetch GET 200 https://registry.npmjs.org/openai/-/openai-6.40.0.tgz 9311ms (cache miss)
1466 http fetch GET 200 https://registry.npmjs.org/@esbuild/sunos-x64/-/sunos-x64-0.28.1.tgz 9305ms (cache miss)
1467 http fetch GET 200 https://registry.npmjs.org/@esbuild/openbsd-arm64/-/openbsd-arm64-0.28.1.tgz 9670ms (cache miss)
1468 http fetch GET 200 https://registry.npmjs.org/@esbuild/openbsd-x64/-/openbsd-x64-0.28.1.tgz 9688ms (cache miss)
1469 http fetch GET 200 https://registry.npmjs.org/@esbuild/openharmony-arm64/-/openharmony-arm64-0.28.1.tgz 9723ms (cache miss)
1470 http fetch GET 200 https://registry.npmjs.org/@esbuild/linux-riscv64/-/linux-riscv64-0.28.1.tgz 9759ms (cache miss)
1471 http fetch GET 200 https://registry.npmjs.org/@esbuild/win32-x64/-/win32-x64-0.28.1.tgz 9849ms (cache miss)
1472 http fetch GET 200 https://registry.npmjs.org/@esbuild/netbsd-arm64/-/netbsd-arm64-0.28.1.tgz 9867ms (cache miss)
1473 http fetch GET 200 https://registry.npmjs.org/@esbuild/netbsd-x64/-/netbsd-x64-0.28.1.tgz 10026ms (cache miss)
1474 http fetch GET 200 https://registry.npmjs.org/@esbuild/win32-ia32/-/win32-ia32-0.28.1.tgz 10072ms (cache miss)
1475 http fetch GET 200 https://registry.npmjs.org/@esbuild/linux-ppc64/-/linux-ppc64-0.28.1.tgz 10224ms (cache miss)
1476 http fetch GET 200 https://registry.npmjs.org/@esbuild/linux-s390x/-/linux-s390x-0.28.1.tgz 10313ms (cache miss)
1477 http fetch GET 200 https://registry.npmjs.org/@esbuild/linux-x64/-/linux-x64-0.28.1.tgz 10344ms (cache miss)
1478 http fetch GET 200 https://registry.npmjs.org/@babel/runtime/-/runtime-7.29.2.tgz 10471ms (cache miss)
1479 http fetch GET 200 https://registry.npmjs.org/@aws/lambda-invoke-store/-/lambda-invoke-store-0.2.4.tgz 10686ms (cache miss)
1480 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/xml-builder/-/xml-builder-3.972.24.tgz 10840ms (cache miss)
1481 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/types/-/types-3.973.8.tgz 11196ms (cache miss)
1482 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/util-locate-window/-/util-locate-window-3.965.5.tgz 11608ms (cache miss)
1483 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/token-providers/-/token-providers-3.1048.0.tgz 11829ms (cache miss)
1484 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/nested-clients/-/nested-clients-3.997.9.tgz 12317ms (cache miss)
1485 http fetch GET 200 https://registry.npmjs.org/@esbuild/android-x64/-/android-x64-0.28.1.tgz 12621ms (cache miss)
1486 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/middleware-websocket/-/middleware-websocket-3.972.19.tgz 12674ms (cache miss)
1487 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/signature-v4-multi-region/-/signature-v4-multi-region-3.996.27.tgz 12721ms (cache miss)
1488 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/middleware-eventstream/-/middleware-eventstream-3.972.12.tgz 12756ms (cache miss)
1489 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/credential-provider-web-identity/-/credential-provider-web-identity-3.972.41.tgz 12808ms (cache miss)
1490 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/credential-provider-sso/-/credential-provider-sso-3.972.41.tgz 12872ms (cache miss)
1491 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/eventstream-handler-node/-/eventstream-handler-node-3.972.16.tgz 12912ms (cache miss)
1492 http fetch GET 200 https://registry.npmjs.org/@esbuild/aix-ppc64/-/aix-ppc64-0.28.1.tgz 12933ms (cache miss)
1493 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/credential-provider-process/-/credential-provider-process-3.972.37.tgz 12986ms (cache miss)
1494 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/credential-provider-http/-/credential-provider-http-3.972.39.tgz 13005ms (cache miss)
1495 http fetch GET 200 https://registry.npmjs.org/@esbuild/linux-arm64/-/linux-arm64-0.28.1.tgz 13095ms (cache miss)
1496 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/credential-provider-login/-/credential-provider-login-3.972.41.tgz 13086ms (cache miss)
1497 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/credential-provider-env/-/credential-provider-env-3.972.37.tgz 13097ms (cache miss)
1498 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/credential-provider-node/-/credential-provider-node-3.972.42.tgz 13236ms (cache miss)
1499 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/client-bedrock-runtime/-/client-bedrock-runtime-3.1048.0.tgz 13293ms (cache miss)
1500 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/core/-/core-3.974.11.tgz 13324ms (cache miss)
1501 http fetch GET 200 https://registry.npmjs.org/@aws-crypto/supports-web-crypto/-/supports-web-crypto-5.2.0.tgz 13350ms (cache miss)
1502 http fetch GET 200 https://registry.npmjs.org/@aws-sdk/credential-provider-ini/-/credential-provider-ini-3.972.41.tgz 13386ms (cache miss)
1503 http fetch GET 200 https://registry.npmjs.org/@esbuild/linux-mips64el/-/linux-mips64el-0.28.1.tgz 13418ms (cache miss)
1504 http fetch GET 200 https://registry.npmjs.org/@aws-crypto/sha256-browser/-/sha256-browser-5.2.0.tgz 13465ms (cache miss)
1505 http fetch GET 200 https://registry.npmjs.org/@aws-crypto/crc32/-/crc32-5.2.0.tgz 13502ms (cache miss)
1506 http fetch GET 200 https://registry.npmjs.org/@aws-crypto/util/-/util-5.2.0.tgz 13545ms (cache miss)
1507 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 13562ms (cache miss)
1508 http fetch GET 200 https://registry.npmjs.org/@aws-crypto/sha256-js/-/sha256-js-5.2.0.tgz 13572ms (cache miss)
1509 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 13579ms (cache miss)
1510 http fetch GET 200 https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 13581ms (cache miss)
1511 http fetch GET 200 https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 13637ms (cache miss)
1512 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 13641ms (cache miss)
1513 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 13667ms (cache miss)
1514 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 13668ms (cache miss)
1515 http fetch GET 200 https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz 13696ms (cache miss)
1516 http fetch GET 200 https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 13758ms (cache miss)
1517 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 13763ms (cache miss)
1518 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 13793ms (cache miss)
1519 http fetch GET 200 https://registry.npmjs.org/@esbuild/linux-loong64/-/linux-loong64-0.28.1.tgz 13863ms (cache miss)
1520 http fetch GET 200 https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 13827ms (cache miss)
1521 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 13837ms (cache miss)
1522 http fetch GET 200 https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz 13849ms (cache miss)
1523 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 13854ms (cache miss)
1524 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 13871ms (cache miss)
1525 http fetch GET 200 https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 13875ms (cache miss)
1526 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 13906ms (cache miss)
1527 http fetch GET 200 https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 13907ms (cache miss)
1528 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 13920ms (cache miss)
1529 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 13922ms (cache miss)
1530 http fetch GET 200 https://registry.npmjs.org/@esbuild/freebsd-x64/-/freebsd-x64-0.28.1.tgz 13972ms (cache miss)
1531 http fetch GET 200 https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 13937ms (cache miss)
1532 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 13952ms (cache miss)
1533 http fetch GET 200 https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 13966ms (cache miss)
1534 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 13976ms (cache miss)
1535 http fetch GET 200 https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 14005ms (cache miss)
1536 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 14010ms (cache miss)
1537 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 14022ms (cache miss)
1538 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 14027ms (cache miss)
1539 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 14049ms (cache miss)
1540 http fetch GET 200 https://registry.npmjs.org/@esbuild/darwin-x64/-/darwin-x64-0.28.1.tgz 14089ms (cache miss)
1541 http fetch GET 200 https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 14051ms (cache miss)
1542 http fetch GET 200 https://registry.npmjs.org/@esbuild/android-arm/-/android-arm-0.28.1.tgz 14143ms (cache miss)
1543 http fetch GET 200 https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 14105ms (cache miss)
1544 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 14111ms (cache miss)
1545 http fetch GET 200 https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz 14119ms (cache miss)
1546 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 14128ms (cache miss)
1547 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 14139ms (cache miss)
1548 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 14146ms (cache miss)
1549 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 14148ms (cache miss)
1550 http fetch GET 200 https://registry.npmjs.org/@esbuild/linux-ia32/-/linux-ia32-0.28.1.tgz 14227ms (cache miss)
1551 http fetch GET 200 https://registry.npmjs.org/@esbuild/freebsd-arm64/-/freebsd-arm64-0.28.1.tgz 14243ms (cache miss)
1552 http fetch GET 200 https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz 14207ms (cache miss)
1553 http fetch GET 200 https://registry.npmjs.org/@esbuild/android-arm64/-/android-arm64-0.28.1.tgz 14281ms (cache miss)
1554 http fetch GET 200 https://registry.npmjs.org/@esbuild/linux-arm/-/linux-arm-0.28.1.tgz 14376ms (cache miss)
1555 http fetch GET 200 https://registry.npmjs.org/@biomejs/cli-linux-x64/-/cli-linux-x64-2.5.12.tgz 14466ms (cache miss)
1556 http fetch GET 200 https://registry.npmjs.org/@esbuild/darwin-arm64/-/darwin-arm64-0.28.1.tgz 14424ms (cache miss)
1557 http fetch GET 200 https://registry.npmjs.org/@anthropic-ai/sdk/-/sdk-0.123.0.tgz 14458ms (cache miss)
1558 silly ADD node_modules/zod
1559 silly ADD node_modules/yoctocolors
1560 silly ADD node_modules/yaml
1561 silly ADD node_modules/why-is-node-running
1562 silly ADD node_modules/which
1563 silly ADD node_modules/web-tree-sitter
1564 silly ADD node_modules/weapon-regex
1565 silly ADD node_modules/watskeburt
1566 silly ADD node_modules/walk-up-path
1567 silly ADD node_modules/vscode-jsonrpc
1568 silly ADD node_modules/vitest
1569 silly ADD node_modules/vitest/node_modules/tinyexec
1570 silly ADD node_modules/vitest/node_modules/picomatch
1571 silly ADD node_modules/vite
1572 silly ADD node_modules/update-browserslist-db
1573 silly ADD node_modules/unicorn-magic
1574 silly ADD node_modules/undici-types
1575 silly ADD node_modules/underscore
1576 silly ADD node_modules/unbash
1577 silly ADD node_modules/typescript-language-server
1578 silly ADD node_modules/typescript
1579 silly ADD node_modules/typed-rest-client
1580 silly ADD node_modules/typed-inject
1581 silly ADD node_modules/typebox
1582 silly ADD node_modules/tunnel
1583 silly ADD node_modules/tslib
1584 silly ADD node_modules/tsconfig-paths-webpack-plugin
1585 silly ADD node_modules/tsconfig-paths
1586 silly ADD node_modules/tree-kill
1587 silly ADD node_modules/tinyrainbow
1588 silly ADD node_modules/tinypool
1589 silly ADD node_modules/tinyglobby
1590 silly ADD node_modules/tinyexec
1591 silly ADD node_modules/tinybench
1592 silly ADD node_modules/tapable
1593 silly ADD node_modules/supports-preserve-symlinks-flag
1594 silly ADD node_modules/supports-color
1595 silly ADD node_modules/strip-json-comments
1596 silly ADD node_modules/strip-final-newline
1597 silly ADD node_modules/strip-bom
1598 silly ADD node_modules/std-env
1599 silly ADD node_modules/stackback
1600 silly ADD node_modules/source-map-js
1601 silly ADD node_modules/source-map
1602 silly ADD node_modules/smol-toml
1603 silly ADD node_modules/sisteransi
1604 silly ADD node_modules/signal-exit
1605 silly ADD node_modules/siginfo
1606 silly ADD node_modules/side-channel-weakmap
1607 silly ADD node_modules/side-channel-map
1608 silly ADD node_modules/side-channel-list
1609 silly ADD node_modules/side-channel
1610 silly ADD node_modules/shebang-regex
1611 silly ADD node_modules/shebang-command
1612 silly ADD node_modules/semver
1613 silly ADD node_modules/safer-buffer
1614 silly ADD node_modules/safe-regex
1615 silly ADD node_modules/safe-buffer
1616 silly ADD node_modules/sade
1617 silly ADD node_modules/rxjs
1618 silly ADD node_modules/rolldown
1619 silly ADD node_modules/resolve-pkg-maps
1620 silly ADD node_modules/resolve
1621 silly ADD node_modules/require-from-string
1622 silly ADD node_modules/regexp-tree
1623 silly ADD node_modules/rechoir
1624 silly ADD node_modules/qs
1625 silly ADD node_modules/publint
1626 silly ADD node_modules/prompts
1627 silly ADD node_modules/progress
1628 silly ADD node_modules/pretty-ms
1629 silly ADD node_modules/postcss
